ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
AGhsB071202	1.57e-06	4.03e-07	5.272072	5.538195	0.317719	HAP1	huntingtin-associated protein 1 (neuroan 1)
AGhsA221108	1.58e-06	4.05e-07	-5.271029	5.533461	-0.1865751	ENOPH1	enolase-phosphatase 1
AGhsB041003	1.58e-06	4.05e-07	5.27098	5.533242	0.2050152		
AGhsB261007	1.58e-06	4.07e-07	-5.270188	5.529644	-0.1668918	BACE2	beta-site APP-cleaving enzyme 2
AGhsB190818	1.58e-06	4.07e-07	5.270064	5.529084	0.2040869		
AGhsA120421	1.59e-06	4.09e-07	-5.268909	5.523842	-0.5395553	AP1S2	adaptor-related protein complex 1, sigma 2 subunit
AGhsC100410	1.60e-06	4.11e-07	-5.268177	5.52052	-0.2110142		
AGhsA161513	1.60e-06	4.11e-07	-5.268175	5.52051	-0.3472827	CHMP4A	chromatin modifying protein 4A
AGhsA240509	1.60e-06	4.11e-07	-5.268085	5.520102	-0.3437113		
AGhsB210217	1.60e-06	4.11e-07	-5.267988	5.519661	-0.2815179	FILIP1	filamin A interacting protein 1
AGhsB130518	1.60e-06	4.12e-07	-5.267502	5.517457	-0.1750387		
AGhsA200504	1.61e-06	4.13e-07	-5.26688	5.514635	-0.33016	VDAC3	voltage-dependent anion channel 3
AGhsA241420	1.62e-06	4.17e-07	-5.264848	5.505414	-0.1969474	PLEKHO1	pleckstrin homology domain containing, family O member 1
AGhsA220819	1.62e-06	4.18e-07	-5.264544	5.504038	-0.2556671	GABRB1	gamma-aminobutyric acid (GABA) A receptor, beta 1
AGhsA031412	1.63e-06	4.19e-07	5.263957	5.501376	0.3466846		
AGhsB201103	1.64e-06	4.21e-07	-5.262726	5.495793	-0.1752224		
AGhsC150904	1.64e-06	4.21e-07	-5.26258	5.495132	-0.1719356		
AGhsA011014	1.65e-06	4.24e-07	-5.261079	5.488323	-0.484183	SRP9	signal recognition particle 9kDa
AGhsA010817	1.66e-06	4.27e-07	5.259932	5.483127	0.1789522	SFTPA2B	surfactant, pulmonary-associated protein A2B
AGhsC230718	1.67e-06	4.29e-07	5.258594	5.477062	0.1976937		
AGhsC191112	1.67e-06	4.30e-07	-5.258372	5.476057	-0.261378		
AGhsB221212	1.69e-06	4.36e-07	5.255316	5.462209	0.2480104		
AGhsB231518	1.69e-06	4.37e-07	-5.254672	5.459293	-0.1383053		
AGhsB231311	1.70e-06	4.38e-07	-5.254218	5.457237	-0.2439909		
AGhsA091608	1.70e-06	4.39e-07	5.254038	5.45642	0.2097102	POP5	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)
AGhsC120314	1.70e-06	4.39e-07	5.253766	5.455188	0.2604919		
AGhsC071105	1.70e-06	4.40e-07	-5.25332	5.453169	-0.183002		
AGhsA081302	1.71e-06	4.42e-07	-5.252525	5.449569	-0.1955576	C6orf97	chromosome 6 open reading frame 97
AGhsB170319	1.71e-06	4.43e-07	-5.2519	5.44674	-0.2234148		
AGhsB061604	1.71e-06	4.43e-07	-5.251793	5.446253	-0.2500691		
AGhsA240514	1.72e-06	4.45e-07	-5.25089	5.442165	-0.4348602	CXCR4	chemokine (C-X-C motif) receptor 4
AGhsC190311	1.73e-06	4.46e-07	5.250242	5.439233	0.2136456		
AGhsC100813	1.73e-06	4.47e-07	-5.250198	5.439034	-0.3255778		
AGhsB250802	1.73e-06	4.49e-07	-5.249273	5.434848	-0.244754	USP10	ubiquitin specific peptidase 10
AGhsB020122	1.73e-06	4.49e-07	-5.249045	5.433815	-0.1983541		
AGhsA111119	1.74e-06	4.50e-07	5.24838	5.430804	0.250347		
AGhsB150507	1.74e-06	4.51e-07	5.248139	5.429715	0.3334215	IFITM2	interferon induced transmembrane protein 2 (1-8D)
AGhsB080806	1.75e-06	4.53e-07	5.247148	5.42523	0.1565684		
AGhsA081308	1.75e-06	4.54e-07	-5.246778	5.423556	-0.3029009	PQLC1	PQ loop repeat containing 1
AGhsB131218	1.76e-06	4.57e-07	5.245221	5.416512	0.4929009	PBEF1	pre-B-cell colony enhancing factor 1
AGhsA141306	1.77e-06	4.59e-07	-5.244271	5.412214	-0.2860158	IMPA2	inositol(myo)-1(or 4)-monophosphatase 2
AGhsC111116	1.77e-06	4.60e-07	5.24385	5.41031	0.2071782		
AGhsB180619	1.79e-06	4.64e-07	5.242028	5.402071	0.3955728		
AGhsC170803	1.79e-06	4.65e-07	-5.241545	5.39989	-0.1469828		
AGhsC140510	1.79e-06	4.65e-07	5.241425	5.399346	0.2568042		
AGhsA260819	1.80e-06	4.66e-07	-5.241073	5.397755	-0.3721664	C19orf60	chromosome 19 open reading frame 60
AGhsC040224	1.80e-06	4.67e-07	-5.240636	5.395779	-0.2362567		
AGhsB101122	1.80e-06	4.68e-07	-5.240305	5.394284	-0.1652729	PSMD2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2
AGhsC080901	1.81e-06	4.71e-07	5.238815	5.387546	0.1856974		
AGhsA050509	1.82e-06	4.73e-07	-5.238035	5.384022	-0.1845266	ITPKB	inositol 1,4,5-trisphosphate 3-kinase B
AGhsC170816	1.82e-06	4.73e-07	-5.237901	5.383416	-0.206442		
AGhsB131402	1.84e-06	4.78e-07	-5.2356	5.373021	-0.2346125	LRCH3	leucine-rich repeats and calponin homology (CH) domain containing 3
AGhsA260311	1.84e-06	4.79e-07	5.235363	5.371949	0.2489606		
AGhsA060920	1.85e-06	4.81e-07	5.234071	5.366116	0.2921108	DKK3	dickkopf homolog 3 (Xenopus laevis)
AGhsB041319	1.87e-06	4.86e-07	5.232112	5.357266	0.2236001		
AGhsA141003	1.89e-06	4.92e-07	-5.229564	5.345763	-0.2390111	APOC4	apolipoprotein C-IV
AGhsB211115	1.90e-06	4.94e-07	5.228516	5.341035	0.291688	OR8G1	olfactory receptor, family 8, subfamily G, member 1
AGhsA121302	1.91e-06	4.96e-07	-5.227529	5.336578	-0.3973871	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)
AGhsB201023	1.91e-06	4.97e-07	-5.227097	5.33463	-0.24984		
AGhsA110806	1.93e-06	5.02e-07	-5.225241	5.326257	-0.3052577	THADA	thyroid adenoma associated
AGhsB071313	1.94e-06	5.05e-07	-5.223692	5.319269	-0.2315499	TUBA1A	tubulin, alpha 1a
AGhsC030208	1.94e-06	5.06e-07	5.223366	5.3178	0.2303352		
AGhsB070407	1.96e-06	5.10e-07	5.221579	5.309741	0.3299882	ZNRF3	zinc and ring finger 3
AGhsB260807	1.96e-06	5.12e-07	5.220982	5.307049	0.2039336	IGSF5///B3GALT5///SH3BGR	immunoglobulin superfamily, member 5///UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5///SH3 domain binding glutamic acid-rich protein
AGhsB110920	1.97e-06	5.13e-07	-5.220423	5.304529	-0.1587635	C18orf45	chromosome 18 open reading frame 45
AGhsA161317	1.97e-06	5.14e-07	-5.220252	5.30376	-0.2963191	FNTB	farnesyltransferase, CAAX box, beta
AGhsA021206	1.98e-06	5.16e-07	-5.219241	5.299203	-0.2615937	BZW1	basic leucine zipper and W2 domains 1
AGhsA051112	1.98e-06	5.17e-07	5.21896	5.297936	0.3083019	ODF1	outer dense fiber of sperm tails 1
AGhsC051103	1.98e-06	5.18e-07	5.21836	5.295229	0.3145317		
AGhsB081401	1.99e-06	5.19e-07	-5.218144	5.294259	-0.2212416		
AGhsB250417	2.00e-06	5.23e-07	5.216467	5.286702	0.2560361	C20orf179	chromosome 20 open reading frame 179
AGhsB171408	2.00e-06	5.23e-07	-5.216447	5.286611	-0.210251		
AGhsA031607	2.01e-06	5.24e-07	5.215866	5.283994	0.2978908	ZBTB32	zinc finger and BTB domain containing 32
AGhsB031107	2.01e-06	5.27e-07	-5.214763	5.279023	-0.3181368	ATE1	arginyltransferase 1
AGhsC010919	2.01e-06	5.27e-07	-5.214747	5.278951	-0.3747861	RAP1A	RAP1A, member of RAS oncogene family
AGhsB071006	2.02e-06	5.29e-07	-5.213833	5.274834	-0.2078167	KIRREL	kin of IRRE like (Drosophila)
AGhsA160622	2.02e-06	5.29e-07	5.213784	5.274614	0.3011051	TMED3	transmembrane emp24 protein transport domain containing 3
AGhsB230203	2.05e-06	5.35e-07	-5.211281	5.263341	-0.296971	DKFZP434B0335	DKFZP434B0335 protein
AGhsA250822	2.06e-06	5.38e-07	-5.21024	5.258658	-0.2962399	SRM	spermidine synthase
AGhsB251117	2.06e-06	5.39e-07	5.209999	5.257571	0.2161742	MLLT10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10
AGhsC220424	2.06e-06	5.40e-07	-5.209426	5.254991	-0.1806183		
AGhsA170815	2.08e-06	5.44e-07	-5.207841	5.247857	-0.3916459	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)
AGhsC170624	2.10e-06	5.51e-07	-5.205042	5.235263	-0.2276449		
AGhsB160822	2.10e-06	5.52e-07	5.204851	5.234407	0.2928757		
AGhsC080507	2.11e-06	5.52e-07	-5.204602	5.233287	-0.2009215		
AGhsB181005	2.11e-06	5.52e-07	-5.204595	5.233253	-0.2002796		
AGhsA011304	2.12e-06	5.56e-07	5.203192	5.226944	0.2809249	ADAM12	ADAM metallopeptidase domain 12 (meltrin alpha)
AGhsC200717	2.12e-06	5.57e-07	-5.202922	5.225731	-0.1976314		
AGhsA031118	2.13e-06	5.58e-07	-5.202291	5.222893	-0.3051381	CD48	CD48 molecule
AGhsC141514	2.13e-06	5.60e-07	-5.201593	5.219753	-0.2624191		
AGhsB130508	2.15e-06	5.65e-07	-5.199629	5.210926	-0.3284434	SAT2	spermidine/spermine N1-acetyltransferase 2
AGhsC250517	2.17e-06	5.69e-07	5.198307	5.204984	0.3454464		
AGhsA110615	2.17e-06	5.70e-07	-5.19796	5.203421	-0.4048029	CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)
AGhsA060803	2.17e-06	5.70e-07	-5.197878	5.203056	-0.2144407	METT11D1	methyltransferase 11 domain containing 1
AGhsC171216	2.18e-06	5.72e-07	-5.196973	5.198986	-0.1743396		
AGhsA180714	2.20e-06	5.78e-07	-5.19469	5.18873	-0.5069761		
AGhsA171604	2.20e-06	5.79e-07	5.194297	5.186964	0.2171108	MYBPC1	myosin binding protein C, slow type
AGhsA031107	2.20e-06	5.79e-07	-5.194289	5.186928	-0.3367807	APH1A	anterior pharynx defective 1 homolog A (C. elegans)
AGhsA200802	2.20e-06	5.79e-07	-5.194262	5.186808	-0.1946867	HOXA4	homeobox A4
AGhsC070411	2.22e-06	5.85e-07	5.192106	5.177125	0.2055256		
AGhsB030421	2.23e-06	5.87e-07	5.191359	5.173772	0.3219828		
AGhsB171524	2.24e-06	5.90e-07	-5.190483	5.169841	-0.3100977		
AGhsB031111	2.24e-06	5.90e-07	5.190443	5.16966	0.1788831	TSPAN9	tetraspanin 9
AGhsB121204	2.24e-06	5.90e-07	-5.190433	5.169616	-0.2141846	LSM10	LSM10, U7 small nuclear RNA associated
AGhsB191608	2.24e-06	5.90e-07	5.190342	5.169208	0.2251668		
AGhsB090717	2.26e-06	5.94e-07	-5.188751	5.162066	-0.2345401	SFRS15	splicing factor, arginine/serine-rich 15
AGhsB161607	2.26e-06	5.97e-07	5.187907	5.158275	0.1887955		
AGhsB090620	2.27e-06	5.98e-07	5.187323	5.155656	0.2887466		
AGhsA151015	2.27e-06	5.99e-07	-5.187176	5.154997	-0.1799781	MED9	mediator complex subunit 9
AGhsA020215	2.28e-06	6.02e-07	-5.18615	5.150393	-0.3519087	CXXC1	CXXC finger 1 (PHD domain)
AGhsC140402	2.29e-06	6.04e-07	-5.18517	5.145995	-0.2935933		
AGhsC140117	2.29e-06	6.04e-07	-5.185161	5.145954	-0.1685293		
AGhsC040120	2.32e-06	6.13e-07	5.182115	5.132293	0.2166796		
AGhsB170905	2.33e-06	6.16e-07	-5.180962	5.127126	-0.2289387		
AGhsA211124	2.34e-06	6.17e-07	-5.180691	5.125908	-0.327906	LY86	lymphocyte antigen 86
AGhsC070608	2.36e-06	6.25e-07	5.178077	5.114191	0.239909		
AGhsB030607	2.38e-06	6.28e-07	-5.176941	5.109102	-0.1623046	TP53BP1	tumor protein p53 binding protein 1
AGhsA220202	2.38e-06	6.29e-07	-5.176722	5.10812	-0.286373	NDUFA2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa
AGhsA260422	2.38e-06	6.29e-07	-5.176437	5.106843	-0.2214067		
AGhsB051015	2.42e-06	6.40e-07	-5.172768	5.090408	-0.2438848		
AGhsC190606	2.43e-06	6.42e-07	-5.172079	5.087325	-0.1607059		
AGhsA060315	2.43e-06	6.43e-07	-5.171807	5.086108	-0.2422456	RASL11B	RAS-like, family 11, member B
AGhsB021518	2.44e-06	6.46e-07	-5.170675	5.081037	-0.190534		
AGhsA260922	2.46e-06	6.50e-07	-5.169464	5.075616	-0.2637972		
AGhsA230211	2.46e-06	6.50e-07	5.169391	5.07529	0.2192234	TKT	transketolase (Wernicke-Korsakoff syndrome)
AGhsC071219	2.47e-06	6.53e-07	5.168493	5.071273	0.1521715		
AGhsC210813	2.50e-06	6.63e-07	-5.165157	5.056347	-0.2516897		
AGhsA181616	2.52e-06	6.67e-07	-5.163775	5.050165	-0.2331941		
AGhsC110104	2.52e-06	6.68e-07	-5.163696	5.049811	-0.2449242		
AGhsA041407	2.52e-06	6.68e-07	-5.163594	5.049355	-0.3267049	LANCL2	LanC lantibiotic synthetase component C-like 2 (bacterial)
AGhsA050724	2.54e-06	6.73e-07	-5.162058	5.042484	-0.5693464	RPL22	ribosomal protein L22
AGhsA181510	2.55e-06	6.76e-07	5.161047	5.037967	0.2426668	BAG3	BCL2-associated athanogene 3
AGhsB050504	2.58e-06	6.84e-07	5.15835	5.025908	0.2797136		
AGhsB150115	2.60e-06	6.90e-07	-5.156525	5.017755	-0.2273669		
AGhsC251620	2.66e-06	7.05e-07	5.151865	4.996942	0.2230307		
AGhsA020324	2.66e-06	7.05e-07	5.151853	4.996889	0.2596243	SLC25A3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3
AGhsB081120	2.67e-06	7.09e-07	-5.15054	4.991024	-0.2546294	RP4-691N24.1///GINS1	ninein-like///GINS complex subunit 1 (Psf1 homolog)
AGhsB180307	2.68e-06	7.12e-07	-5.149632	4.98697	-0.2354026		
AGhsA031420	2.68e-06	7.12e-07	5.149631	4.986966	0.2466863	CBS	cystathionine-beta-synthase
AGhsC060715	2.68e-06	7.12e-07	-5.149597	4.986817	-0.2125556		
AGhsA150406	2.69e-06	7.16e-07	-5.148416	4.981546	-0.2281267	ZNF207	zinc finger protein 207
AGhsA100608	2.70e-06	7.18e-07	-5.148008	4.979725	-0.2112938	CIZ1	CDKN1A interacting zinc finger protein 1
AGhsB100619	2.70e-06	7.18e-07	5.147813	4.978854	0.3345536	S100A11	S100 calcium binding protein A11
AGhsA121012	2.70e-06	7.18e-07	-5.147808	4.97883	-0.248403	ARSA	arylsulfatase A
AGhsC230307	2.70e-06	7.19e-07	-5.147674	4.978233	-0.135315		
AGhsB231605	2.71e-06	7.21e-07	5.147168	4.975974	0.3253336	TMEM181	transmembrane protein 181
AGhsC120808	2.73e-06	7.27e-07	-5.145154	4.966991	-0.2180239		
AGhsB220719	2.74e-06	7.31e-07	5.144042	4.962033	0.2048585		
AGhsB071308	2.77e-06	7.39e-07	-5.141681	4.951504	-0.166314		
AGhsB020822	2.78e-06	7.41e-07	5.141195	4.949336	0.2701162	BEST1	bestrophin 1
AGhsA150408	2.78e-06	7.41e-07	5.141131	4.94905	0.22	GIP	gastric inhibitory polypeptide
AGhsB131109	2.79e-06	7.43e-07	-5.140593	4.946652	-0.2617099	DTNBP1	dystrobrevin binding protein 1
AGhsA011501	2.79e-06	7.45e-07	-5.14003	4.944145	-0.5402257	NPTN	neuroplastin
AGhsB150508	2.82e-06	7.53e-07	5.137496	4.932848	0.3585074	H3F3A	H3 histone, family 3A
AGhsB260907	2.83e-06	7.54e-07	-5.137375	4.932312	-0.2222153	BACE2	beta-site APP-cleaving enzyme 2
AGhsB231218	2.83e-06	7.54e-07	5.137208	4.931567	0.2663325		
AGhsB230804	2.84e-06	7.59e-07	5.135884	4.925666	0.1904599		
AGhsS010802	2.85e-06	7.62e-07	-5.135013	4.921787	-0.4276162	RPL37A	ribosomal protein L37a
AGhsA180912	2.85e-06	7.62e-07	5.134928	4.92141	0.2419407	FEZ1	fasciculation and elongation protein zeta 1 (zygin I)
AGhsB180912	2.87e-06	7.66e-07	-5.134021	4.917371	-0.2187315		
AGhsA211120	2.88e-06	7.69e-07	5.13302	4.912912	0.1873484	IL17A	interleukin 17A
AGhsC231609	2.90e-06	7.76e-07	5.131099	4.904356	0.2609586		
AGhsA071308	2.91e-06	7.77e-07	-5.130704	4.902602	-0.227559	C10orf95	chromosome 10 open reading frame 95
AGhsB160201	2.92e-06	7.81e-07	-5.129766	4.898425	-0.1982867		
AGhsB140422	2.92e-06	7.81e-07	5.129742	4.898318	0.1936658	ZNF184	zinc finger protein 184
AGhsA161310	2.92e-06	7.81e-07	-5.129683	4.898056	-0.2591055	HIF1A	hypoxia-inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)
AGhsC160407	2.92e-06	7.81e-07	5.12967	4.897997	0.1893565		
AGhsC201622	2.93e-06	7.83e-07	-5.1291	4.895462	-0.1659316		
AGhsB060505	2.93e-06	7.85e-07	-5.128456	4.892595	-0.2082193	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming
AGhsC151310	2.93e-06	7.86e-07	5.128323	4.892004	0.2934771		
AGhsB040304	2.96e-06	7.93e-07	-5.126355	4.883246	-0.1873181	CHRNB3	cholinergic receptor, nicotinic, beta 3
AGhsA120709	2.97e-06	7.97e-07	5.125312	4.878606	0.2315145	WDR45	WD repeat domain 45
AGhsA110423	2.98e-06	8.00e-07	-5.124498	4.874988	-0.2760748	XPC	xeroderma pigmentosum, complementation group C
AGhsB220923	2.99e-06	8.00e-07	-5.124377	4.874448	-0.3971125		
AGhsC100416	2.99e-06	8.01e-07	5.124286	4.874042	0.2624141		
AGhsB080411	2.99e-06	8.01e-07	5.124118	4.873297	0.277254	DIRC2	disrupted in renal carcinoma 2
AGhsC201419	2.99e-06	8.02e-07	-5.123839	4.872057	-0.27516		
AGhsA020912	2.99e-06	8.03e-07	5.123731	4.871577	0.30609	ELA2A	elastase 2A
AGhsB050404	3.00e-06	8.06e-07	5.122795	4.867412	0.2275168	ANPEP	alanyl (membrane) aminopeptidase (aminopeptidase N, aminopeptidase M, microsomal aminopeptidase, CD13, p150)
AGhsA240505	3.01e-06	8.09e-07	5.121912	4.863487	0.2216139	SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)
AGhsB221615	3.02e-06	8.11e-07	-5.121579	4.862005	-0.1890667	DEXI	dexamethasone-induced transcript
AGhsA261124	3.02e-06	8.12e-07	5.121285	4.8607	0.260091	EXOSC1	exosome component 1
AGhsB151404	3.07e-06	8.26e-07	-5.117501	4.843882	-0.209808	PELP1	proline, glutamic acid and leucine rich protein 1
AGhsC040409	3.09e-06	8.29e-07	5.116583	4.839804	0.1949242		
AGhsC250910	3.09e-06	8.31e-07	5.116136	4.837819	0.279284		
AGhsB121419	3.09e-06	8.31e-07	5.116086	4.837597	0.2488258		
AGhsB100202	3.10e-06	8.34e-07	-5.115504	4.83501	-0.2530812	OBFC1///SH3PXD2A	oligonucleotide/oligosaccharide-binding fold containing 1///SH3 and PX domains 2A
AGhsA040414	3.10e-06	8.34e-07	5.115281	4.834018	0.3771546	METTL9	methyltransferase like 9
AGhsA201520	3.11e-06	8.36e-07	-5.114803	4.831898	-0.273029	SRI	sorcin
AGhsB060316	3.11e-06	8.37e-07	5.114529	4.83068	0.3405475	PIGX	phosphatidylinositol glycan anchor biosynthesis, class X
AGhsA110608	3.12e-06	8.41e-07	-5.113582	4.826472	-0.2705509	GBE1	glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV)
AGhsB040801	3.13e-06	8.43e-07	-5.112924	4.823552	-0.2696193		
AGhsB260116	3.14e-06	8.47e-07	-5.112104	4.819912	-0.1666004	KATNAL2	katanin p60 subunit A-like 2
AGhsC080124	3.15e-06	8.48e-07	-5.111703	4.81813	-0.4070384	ESD	esterase D/formylglutathione hydrolase
AGhsC131619	3.16e-06	8.53e-07	5.110562	4.813064	0.1938393		
AGhsB131213	3.17e-06	8.53e-07	-5.110466	4.812639	-0.2411287	HDGF	hepatoma-derived growth factor (high-mobility group protein 1-like)
AGhsB041023	3.18e-06	8.57e-07	-5.109518	4.80843	-0.2197793	TSKU	tsukushin
AGhsA051009	3.18e-06	8.59e-07	-5.108991	4.806093	-0.2494677	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2
AGhsA061003	3.19e-06	8.60e-07	-5.108796	4.805227	-0.3367166	C10orf119	chromosome 10 open reading frame 119
AGhsB201123	3.19e-06	8.62e-07	5.108295	4.803005	0.2026196	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming
AGhsB191203	3.22e-06	8.68e-07	-5.106757	4.79618	-0.1466543		
AGhsC150613	3.22e-06	8.68e-07	5.106683	4.795854	0.3060057		
AGhsA101416	3.25e-06	8.77e-07	5.10433	4.785417	0.2249343	DOM3Z	dom-3 homolog Z (C. elegans)
AGhsB010107	3.27e-06	8.84e-07	5.102811	4.778681	0.4021765	CSTA	cystatin A (stefin A)
AGhsC091516	3.27e-06	8.84e-07	-5.102735	4.778344	-0.3038544		
AGhsB120112	3.28e-06	8.87e-07	5.101998	4.775076	0.3725034	HIG2	hypoxia-inducible protein 2
AGhsC120818	3.29e-06	8.88e-07	5.101748	4.773968	0.1678015		
AGhsB061318	3.29e-06	8.91e-07	-5.101101	4.7711	-0.1920586	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3
AGhsA071502	3.30e-06	8.91e-07	5.100868	4.770069	0.2896108	DPF3	D4, zinc and double PHD fingers, family 3
AGhsB040621	3.30e-06	8.92e-07	-5.10067	4.76919	-0.1613073	POLD4	polymerase (DNA-directed), delta 4
AGhsB170906	3.32e-06	8.98e-07	-5.099234	4.762826	-0.1816493		
AGhsC251413	3.32e-06	8.99e-07	-5.099136	4.762391	-0.2423737		
AGhsB211009	3.33e-06	9.00e-07	-5.0987	4.760458	-0.2402106	CYFIP1	cytoplasmic FMR1 interacting protein 1
AGhsA180705	3.33e-06	9.01e-07	5.098625	4.760127	0.3024208	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)
AGhsB010905	3.33e-06	9.01e-07	-5.098513	4.759628	-0.2041038		
AGhsC131412	3.34e-06	9.05e-07	-5.097478	4.755044	-0.247596		
AGhsA010112	3.34e-06	9.06e-07	-5.097329	4.754386	-0.3169862	VAMP2	vesicle-associated membrane protein 2 (synaptobrevin 2)
AGhsA060318	3.35e-06	9.07e-07	-5.097151	4.753596	-0.4153605		
AGhsB120107	3.35e-06	9.07e-07	-5.097072	4.753245	-0.2424629	RBM17	RNA binding motif protein 17
AGhsC090117	3.35e-06	9.08e-07	-5.096822	4.75214	-0.1837045		
AGhsC011116	3.36e-06	9.12e-07	-5.095841	4.747792	-0.292094		
AGhsB150802	3.37e-06	9.14e-07	-5.095451	4.746065	-0.1805593	CSDC2	cold shock domain containing C2, RNA binding
AGhsA040819	3.37e-06	9.15e-07	-5.095228	4.745075	-0.2109046	OVOL1	ovo-like 1(Drosophila)
AGhsC111417	3.38e-06	9.18e-07	-5.094447	4.741617	-0.2822524		
AGhsC030420	3.39e-06	9.21e-07	5.093708	4.738345	0.2902561		
AGhsC151202	3.43e-06	9.31e-07	-5.091342	4.727874	-0.1611978		
AGhsA261015	3.43e-06	9.32e-07	5.091155	4.727043	0.3507328	H3F3A	H3 histone, family 3A
AGhsB011504	3.44e-06	9.34e-07	5.090789	4.725424	0.2611338	RUSC2	RUN and SH3 domain containing 2
AGhsA040204	3.44e-06	9.34e-07	-5.090788	4.725418	-0.503809	ZNF83	zinc finger protein 83
AGhsB071201	3.48e-06	9.46e-07	-5.087847	4.712406	-0.2227022	PHF8	PHD finger protein 8
AGhsC261416	3.49e-06	9.48e-07	5.087468	4.710727	0.3639825		
AGhsB120222	3.50e-06	9.51e-07	5.086737	4.707492	0.242126	MDM2	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)
AGhsA201019	3.51e-06	9.55e-07	-5.085769	4.703212	-0.2428689		
AGhsC040207	3.52e-06	9.58e-07	5.085205	4.700716	0.1612955		
AGhsC131117	3.54e-06	9.62e-07	5.084226	4.696388	0.3134249		
AGhsC170718	3.54e-06	9.64e-07	5.083753	4.694299	0.2543784		
AGhsA180107	3.55e-06	9.66e-07	-5.083348	4.692505	-0.2208558	WBP11	WW domain binding protein 11
AGhsB181501	3.55e-06	9.67e-07	-5.083185	4.691787	-0.2058743		
AGhsB220820	3.56e-06	9.69e-07	5.082543	4.688949	0.3093363	CYR61	cysteine-rich, angiogenic inducer, 61
AGhsB100109	3.57e-06	9.74e-07	-5.081612	4.684831	-0.2269811	PSKH2	protein serine kinase H2
AGhsB010914	3.58e-06	9.76e-07	-5.081078	4.682473	-0.1622119	C12orf51	chromosome 12 open reading frame 51
AGhsC191001	3.59e-06	9.80e-07	5.080234	4.678741	0.3317604		
AGhsC140104	3.62e-06	9.87e-07	-5.07872	4.672053	-0.1878268		
AGhsA121213	3.62e-06	9.88e-07	-5.078375	4.670529	-0.2957985	SLC16A8	solute carrier family 16, member 8 (monocarboxylic acid transporter 3)
AGhsB261016	3.71e-06	1.01e-06	-5.073251	4.647896	-0.1804144		
AGhsB210912	3.72e-06	1.01e-06	-5.072675	4.645355	-0.3039151	BPTF	bromodomain PHD finger transcription factor
AGhsA181116	3.73e-06	1.02e-06	5.071875	4.641824	0.2152123	DRD4	dopamine receptor D4
AGhsC221616	3.74e-06	1.02e-06	5.071088	4.638351	0.2361843		
AGhsB200720	3.76e-06	1.03e-06	5.070026	4.633664	0.3363662	HTR4	5-hydroxytryptamine (serotonin) receptor 4
AGhsC241208	3.77e-06	1.03e-06	5.069081	4.629493	0.2475404		
AGhsB020123	3.77e-06	1.03e-06	5.069065	4.629422	0.2428352	PRMT3	protein arginine methyltransferase 3
AGhsC240601	3.80e-06	1.04e-06	5.067348	4.621847	0.3190128		
AGhsB140213	3.81e-06	1.04e-06	5.066773	4.61931	0.2461658	HMGA2	high mobility group AT-hook 2
AGhsB141620	3.81e-06	1.04e-06	-5.066599	4.618545	-0.172067	COL4A6	collagen, type IV, alpha 6
AGhsB221004	3.82e-06	1.04e-06	-5.066432	4.617808	-0.4607446	ZNF638	zinc finger protein 638
AGhsA180216	3.85e-06	1.05e-06	-5.064217	4.608039	-0.2689791	ARL2	ADP-ribosylation factor-like 2
AGhsC130524	3.86e-06	1.06e-06	5.063725	4.605869	0.3141627		
AGhsS010504	3.86e-06	1.06e-06	-5.063701	4.605763	-0.3152224	ACTB	actin, beta
AGhsB181514	3.87e-06	1.06e-06	-5.063403	4.604453	-0.2638022	KIAA1530	KIAA1530 protein
AGhsA051314	3.92e-06	1.07e-06	-5.060415	4.591283	-0.2378352	SLC6A8	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
AGhsA011203	3.93e-06	1.08e-06	5.059596	4.587671	0.2385377	NR1I2	nuclear receptor subfamily 1, group I, member 2
AGhsB230911	3.96e-06	1.08e-06	-5.058013	4.580696	-0.3141442		
AGhsB250604	4.02e-06	1.10e-06	5.054482	4.565147	0.3150286		
AGhsB100923	4.03e-06	1.11e-06	5.053832	4.562285	0.2549747	G6PC3	glucose 6 phosphatase, catalytic, 3
